cats,14
scabies,1
antibiotic,4
multivitamin,1
swallow,1
infection,1
itch,1
poison,2
walking,7
allergy,3
mite,2
ringworm,1
infant,1
diarrhea,1
leg,6
over,1
baby,3
hair,5
finger,3
hand,6
insurance,3
family,1
virus,1
wart,1
hydrogen,1
stomach,5
ankle,1
hookworm,1
worm,3
ears,6
tightness,1
diabetes,2
eyes,5
short,1
weight,1
coldness,2
vision,8
burn,1
food,11
injection,2
dislocation,1
knee,1
running,2
mouth,1
movement,6
wrist,2
eyelid,2
swelling,2
exposure,1
puffiness,2
reaction,1
smell,6
fear,1
tooth,3
potassium,1
seizure,2
spider,1
crying,2
chest,2
heart,1
yoga,1
tear,1
hot,1
aloe,1
juice,1
milk,1
asthma,1
inhaler,1
pets,3
head,2
tick,4
strawberry,1
foot,1
vomit,3
healing,2
salt,2
stitches,2
aspirin,3
ibuprofen,1
nsaid,1
olive,1
cephalexin,1
pregnancy,1
pain,5
splint,1
colorado,1
mushroom,1
cough,1
rabies,4
drinking,6
migraine,1
breastfeed,1
breast,1
feeding,6
nose,4
tomato,1
pressure,1
blood,1
pasta,1
pneumonia,1
temperature,1
thermometer,1
pink,2
ear,2
fever,1
weight,1
carrot,2
orange,1
calorie,1
meat,2
nutrition,1
skin,2
parasite,1
tinnitus,1
impetigo,1
nail,2
shock,1
yeast,1
grapefruit,1
mucus,1
constipation,1
potato,1
peach,1
emergency,1
immune,1
tapeworm,2
corpulence,1
arthritis,1
pore,1
tongue,1
hiv,1
thumb,1
bloating,1
spasm,1
peanut,1
depression,2
sadness,1
dehydration,1
calf,1
puncture,1
wound,2
forehead,1
cold,1
muscle,1
flu,1
surgery,2
epilepsy,1
hypothyroidism,1
fish,1
flax,1
garlic,1
insulin,1
dental,1
hip,1
