sexual,15
acne,2
genital,2
mouth,1
torso,1
carrot,1
diet,2
fever,2
noodle,1
jelly,1
prenatal,1
vagina,13
vitamin,1
movement,5
nausea,3
pain,20
skin,10
food,2
stomach,6
wheat,1
whole,1
blister,4
lip,1
smell,1
sweating,2
leg,2
penis,13
rash,6
testicle,7
circumcision,1
ejaculation,9
condom,5
cramps,1
burn,7
pea,3
vision,3
big,1
tendon,1
walking,3
bowel,3
flatulence,2
hair,1
healing,6
urination,2
diarrhea,3
pressure,3
cavity,5
sinus,2
surgery,3
period,7
pregnancy,10
enema,1
erectile,1
prostatitis,1
clitoris,1
herpes,2
masturbation,3
tongue,1
pinworm,2
hemorrhoid,3
swelling,2
antibiotic,1
furuncle,1
salt,2
buttocks,2
fear,3
lump,9
cyst,1
ovary,1
birth,1
ovulation,1
anal,1
boil,3
constipation,2
fertility,1
genitalia,1
hiv,2
tampon,1
chlamydia,2
diabetes,1
diaper,1
human,2
wart,3
anal,1
hemmorhoid,1
wound,2
colonoscopy,1
fruit,1
skin,1
anxiety,1
paranoid,1
itch,3
prostate,3
insurance,1
worm,1
bacterium,2
sperm,2
swallow,3
massage,2
drainage,2
fistula,2
cough,1
pilonidal,1
finger,3
mucus,1
scrotum,2
nerve,1
sore,3
spasm,1
yogurt,1
rectum,2
exercise,1
sexually,2
tooth,1
colon,1
hysterectomy,2
belly,1
elbow,1
anal,1
fissure,1
trauma,1
limb,1
injury,1
liver,1
bladder,1
sphincter,1
stress,1
tightness,1
jock,1
vinegar,1
confusion,1
