mayonnaise,1
finger,4
second,1
antibiotic,10
hand,15
infection,1
wrist,1
blister,10
healing,5
lip,6
pain,53
tooth,1
vision,15
itch,15
mole,4
skin,1
calorie,12
chemotherapy,1
nail,4
wart,4
emergency,1
soup,2
thigh,6
ears,4
pressure,8
swelling,13
forearm,2
eyes,17
bacterium,1
smell,9
vagina,31
yeast,12
egg,1
eyeball,1
eyelid,2
stitches,2
vinegar,3
drainage,2
leg,15
iron,3
shoulder,5
acne,3
chest,10
laparoscopic,1
surgery,2
uterus,2
ankle,4
foot,12
skin,25
walking,10
fever,7
urination,24
varicose,1
birth,1
period,11
vaginal,4
blood,3
hallucination,1
mouth,8
nose,5
hormone,1
anus,7
pea,1
sexual,12
armpit,1
skin,1
diarrhea,5
nausea,3
fatigue,2
diet,3
hemorrhoidectomy,1
allergic,2
hair,2
scalp,2
vein,1
blinking,1
muscle,4
sting,4
aloe,2
heart,6
throat,10
exercise,3
weight,7
arm,11
coldness,6
neck,6
amoxicillin,2
ear,1
eardrum,1
rash,10
dog,1
food,9
injection,5
irritable,2
pregnancy,5
testicle,3
ultrasound,1
lotion,3
stress,3
sunburn,3
drinking,8
heartburn,5
sore,1
thrush,1
ulcer,2
toe,1
workout,1
worm,1
erectile,1
penis,24
prostatitis,1
weight,2
dizziness,1
bladder,2
potato,1
swallow,3
height,2
hiv,1
high,2
sexually,5
movement,11
shoulder,1
sore,4
flu,1
head,10
nostril,2
triglyceride,1
breast,8
cervix,1
migraine,1
foreskin,3
corpulence,2
tonsil,1
attention,1
anxiety,1
knee,2
physical,1
drowsiness,1
running,5
bacterial,1
spotting,2
buttocks,2
urethra,3
ejaculation,4
biopsy,1
allergy,6
inflammation,4
stomach,14
genital,5
cholesterol,1
niacin,1
vitamin,2
herpes,2
irregularity,1
meal,2
nerve,3
bloodshot,1
multivitamin,1
flatulence,1
sweating,3
tenderness,2
tongue,4
hike,1
lung,1
diabetes,3
fitness,1
cooking,1
headache,3
kidney,2
shingles,2
acetaminophen,1
insurance,2
cats,1
lump,3
belly,1
x,1
kidney,2
colonoscopy,1
milk,1
chronic,1
masturbation,4
artery,1
plaque,1
birthmark,1
runny,1
cough,4
vaccination,1
whooping,1
urinary,2
hysterectomy,2
condom,1
temperature,1
thermometer,1
yeast,2
constipation,2
cramps,1
melanoma,1
tumor,1
fear,1
back,2
paranoid,1
birth,2
circumcision,2
tea,2
rectum,2
scrotum,1
abdominal,1
aspiration,1
baby,1
anal,1
human,1
cold,1
numbness,2
thumb,1
spasm,1
concentration,1
vasectomy,1
fiber,2
indigestion,1
grape,1
peripheral,1
big,1
fracture,1
aloe,1
neuropathy,1
tennis,1
vaginitis,2
virus,1
pulse,1
bowel,4
sciatica,1
birth,2
steroid,3
ginger,1
jaw,2
travel,1
cancer,1
prostate,1
insulin,1
calf,1
bloating,3
menstrual,1
appendix,1
calamine,1
menopause,1
libido,1
blood,1
cervical,1
jock,1
tonsillitis,1
hives,1
welt,1
scar,1
hemorrhoid,1
plantar,1
metabolism,1
pepper,1
reaction,1
ovulation,1
vomit,1
