itch,4
cough,26
swelling,17
pregnancy,3
coldness,22
tonsil,16
food,15
esophagus,2
skin,1
taste,5
mucus,13
tenderness,2
exercise,2
coffee,2
weight,2
immune,2
food,1
blister,2
antibiotic,22
sore,22
nose,19
mouth,17
allergy,7
neck,13
ears,21
ear,1
tooth,6
spitting,2
sinus,14
head,8
eyes,7
amoxicillin,2
running,5
knee,1
heart,3
hand,5
rice,1
tongue,8
jaw,6
steroid,4
lymph,4
reaction,3
anxiety,2
anaphylactic,1
pain,28
endoscopy,3
chest,9
headache,8
fatigue,1
virus,5
corpulence,1
milk,1
insurance,2
drinking,12
tea,3
quit,2
pressure,4
lump,5
finger,1
canker,2
shoulder,1
biopsy,2
thyroid,1
wart,1
lung,3
salt,2
swallow,16
shingles,1
rash,2
fever,13
sore,1
foot,1
painkiller,1
lightheadedness,1
penicillin,6
diarrhea,2
cyst,2
flu,3
thyroid,4
burn,10
aloe,1
temperature,2
kidney,1
drug,1
tightness,4
vision,10
nipple,1
heartburn,5
ulcer,1
pasta,1
spit,3
leg,3
arm,4
hiatal,1
emergency,2
dairy,1
cats,1
cat,1
surgery,2
spinal,1
hoarseness,2
pneumonia,1
methicillin,1
wisdom,1
thrush,4
wrist,1
drowsiness,2
talc,1
baby,1
shoulder,1
nausea,2
welt,1
hiv,1
migraine,1
ibuprofen,1
healing,2
sinus,2
rhinitis,2
reflex,1
vomit,3
period,4
movement,4
walking,1
stomach,4
meal,1
larynx,1
muscle,3
staph,1
honey,1
thigh,2
multivitamin,1
urethra,2
sexual,1
hair,1
hives,1
epinephrine,1
dizziness,1
hike,1
pregnancy,1
fear,4
condom,2
drainage,3
vegetable,1
intestine,1
digestive,1
nostril,1
choking,3
strep,6
rapid,1
epiglottitis,1
fish,1
bruise,1
blood,2
allergic,1
exposure,2
lung,1
nervousness,1
tracheotomy,1
bacterium,2
cold,2
turkey,1
cancer,7
panic,1
nightmare,1
asthma,1
pharyngitis,3
whooping,1
inflammation,2
spasm,2
cramps,1
calcium,1
aspiration,1
grape,1
runny,3
hunger,1
lip,1
smoking,1
tonsillitis,1
weakness,1
pea,1
ginger,1
sleep,1
trachea,1
stress,1
diet,1
cold,1
prostate,1
ejaculation,1
mold,1
ear,1
adenoidectomy,1
post,1
restlessness,1
polyp,1
tumor,2
plaque,1
family,1
menopause,1
sexually,1
mononucleosis,1
pulse,1
cavity,1
thirst,1
dry,2
urination,1
erectile,1
pancreatic,1
immunotherapy,1
inhaler,1
vagina,1
sweating,1
