hand,10
burn,5
blister,5
contact,1
over,2
itch,3
leg,13
sore,7
stress,4
wisdom,2
lip,9
skin,18
tooth,6
acne,4
hair,4
penis,15
bruise,11
instability,1
knee,4
cancer,1
mouth,3
skin,2
head,6
ears,9
skull,1
stitches,4
diabetes,4
ablation,1
heart,2
surgery,27
swelling,10
tonsil,2
bloating,1
hysterectomy,2
ovary,1
tenderness,4
drainage,6
boil,3
foot,10
ankle,4
weight,3
x,3
injury,6
neck,2
vertebra,1
drinking,3
toe,6
vision,10
birth,1
abscess,2
sinus,1
drug,1
nose,2
pain,29
egg,1
wart,2
wrist,3
scar,5
vagina,5
wound,10
stomach,3
ulcer,5
finger,4
nail,2
circumcision,4
armpit,1
rash,4
thigh,4
ejaculation,2
masturbation,1
urethra,1
belly,2
abdominal,1
hernia,1
scalp,1
bladder,1
lobectomy,1
muscle,5
rotator,2
piercing,4
diet,2
hemorrhoidectomy,1
iron,1
gastritis,1
food,2
gallbladder,1
anus,6
urination,1
femur,1
eardrum,1
amoxicillin,1
fracture,8
insurance,1
physical,1
diaper,1
antibiotic,10
lung,1
smoking,3
arm,6
foreskin,1
yeast,2
ear,2
ruptured,2
calf,3
erection,1
sexual,4
spider,1
cavity,1
broken,2
oil,1
arthritis,1
ibuprofen,2
sore,2
throat,2
virus,1
steroid,2
furuncle,1
salt,5
nipple,2
tinnitus,2
eyes,4
double,1
movement,1
walking,6
jaw,1
herpes,4
tongue,3
magnetic,1
running,2
tendon,2
milk,1
sunburn,1
orgasm,1
uterus,1
big,3
dog,2
multivitamin,1
small,1
vitamin,1
clavicle,1
consumption,1
short,2
collarbone,1
achilles,1
appendix,1
laparoscopy,1
polycystic,1
icing,2
breast,3
back,1
forearm,1
pelvis,1
injection,1
lump,3
perforated,2
pressure,3
osteoporosis,1
narcotic,1
vertigo,1
yeast,1
ischemia,1
limb,1
shin,1
syphilis,1
sprain,2
testosterone,1
taste,2
ligament,1
pea,1
fistula,2
clitoris,1
coldness,1
cold,4
chest,2
athletes,1
liver,1
index,1
enema,1
bowel,1
rectum,2
puffiness,1
spine,2
spider,1
thrombosis,1
vein,2
shoulder,2
calcium,1
supplement,1
hip,2
heel,2
pressure,1
urinary,1
fever,1
esophagus,1
salad,1
nicotine,2
epidural,1
bone,2
laminotomy,1
dizziness,1
sleepiness,1
tendonitis,2
weight,2
nervousness,1
family,1
constipation,2
welt,1
genital,2
travel,1
anal,2
thumb,2
ear,1
diarrhea,2
hike,1
sexually,1
tattoo,1
edema,1
pupil,1
canker,1
cuts,1
anxiety,1
resection,1
sweating,1
blood,1
gasoline,1
allergic,1
numbness,1
pinched,1
cellulitis,1
broken,1
splint,1
bacterium,1
genitalia,1
testicle,1
varicocele,1
